Year Built,Length,Width,Depth,Displacement,Number of Cabins,Number of beds,Fuel Capacity,Engine Hours,PriceClean,Number of views last 7 days,New_Used,Fuel_Type
2017,13,4,1,0,2,4,400,170,369000,56.0,0.0,1
2020,11,3,1,0,0,0,0,0,369000,111.0,1.0,2
2009,16,4,1,21500,3,6,2000,1020,369000,37.0,0.0,1
2005,16,4,1,0,2,4,2700,950,369000,87.0,0.0,1
2009,16,4,1,23000,3,6,2200,0,369000,75.0,0.0,1
2013,13,4,1,0,1,2,1200,1463,369000,266.0,0.0,1
2007,15,4,1,0,3,5,2000,650,369000,,0.0,1
2011,13,4,1,0,0,6,820,1124,368750,54.0,0.0,3
2020,11,3,0,0,0,0,0,0,335540,39.0,1.0,1
2007,16,4,1,23340,3,6,2800,700,368000,39.0,0.0,1
2005,15,4,1,23000,3,3,2500,0,335000,140.0,0.0,1
2013,13,7,1,0,8,0,999,0,367000,54.0,0.0,1
2015,13,4,1,0,0,6,820,400,365000,137.0,0.0,3
2001,13,4,1,0,2,4,2000,420,365000,69.0,0.0,1
2008,15,4,2,16530,3,4,1100,195,365000,58.0,0.0,1
2019,14,4,1,10600,2,4,900,120,365000,59.0,0.0,3
2006,17,4,0,0,3,4,2520,737,365000,28.0,0.0,1
2008,16,5,1,27000,3,7,3100,900,365000,41.0,0.0,1
2017,13,4,0,0,2,6,0,482,365000,126.0,0.0,1
2021,11,3,0,7100,2,0,570,0,364570,161.0,1.0,1
0,13,3,1,12425,0,0,950,0,362800,93.0,1.0,2
0,9,2,0,0,0,0,0,0,361933,167.0,1.0,1
2008,9,2,0,0,1,0,480,195,390000,527.0,0.0,1
2008,13,4,1,22000,3,6,1800,660,360000,60.0,0.0,1
2011,15,4,1,0,3,6,0,1132,360000,50.0,0.0,3
2018,11,3,1,10700,2,4,600,0,359000,130.0,0.0,1
2005,18,4,1,26000,3,6,2300,980,359000,224.0,0.0,1
2006,16,4,1,0,3,0,1820,540,359000,211.0,0.0,1
2004,16,4,1,24800,3,6,2400,1210,359000,45.0,0.0,1
2017,14,4,1,0,3,6,0,540,358000,64.0,0.0,1
2019,9,2,0,4500,1,2,450,1,386000,327.0,1.0,2
2005,15,4,1,26000,3,3,2500,166,325000,21.0,0.0,1
2014,12,3,1,10500,2,4,750,0,325000,168.0,0.0,1
2007,13,4,0,0,1,2,1660,0,325000,56.0,0.0,1
2007,15,4,1,19000,3,3,2200,0,325000,50.0,0.0,1
2007,14,4,1,0,0,4,1600,2400,355000,42.0,0.0,3
2009,16,4,1,22999,2,4,2200,395,355000,52.0,0.0,1
2003,17,4,1,23000,3,6,2100,710,355000,98.0,0.0,1
2009,15,4,1,17500,3,6,2080,0,355000,48.0,0.0,1
2020,12,4,0,7500,3,5,800,5,355000,171.0,1.0,1
2009,14,4,1,12800,2,4,1300,500,355000,78.0,0.0,3
2020,9,2,0,0,0,0,0,0,382836,226.0,1.0,1
2020,9,3,0,4500,2,6,0,0,351225,107.0,1.0,1
2017,11,3,0,0,2,4,800,90,379500,481.0,0.0,1
2004,13,4,1,1200,3,6,1500,240,350000,57.0,0.0,1
2014,15,0,0,0,3,6,1400,0,350000,39.0,0.0,3
2004,16,4,0,24000,3,6,2700,1000,350000,76.0,0.0,1
2005,14,4,1,0,0,0,0,0,350000,41.0,0.0,1
2003,17,4,0,0,3,6,2400,0,350000,102.0,0.0,1
2012,15,4,1,0,3,6,2850,810,350000,127.0,0.0,1
2006,16,4,1,0,3,6,2800,690,350000,47.0,0.0,1
2014,13,4,1,0,2,6,0,790,350000,103.0,0.0,1
1994,19,5,1,0,4,8,3785,5228,350000,51.0,0.0,1
2004,16,4,1,29248,3,3,2850,0,350000,68.0,0.0,1
2005,17,5,0,32500,3,6,3500,1026,350000,61.0,0.0,3
2014,13,4,1,10870,2,6,1400,0,350000,29.0,0.0,1
2010,14,4,1,12700,3,6,0,198,350000,103.0,0.0,1
2000,20,5,1,30000,4,8,3000,1790,349900,78.0,0.0,1
2019,11,3,1,6900,2,7,650,80,349900,57.0,0.0,1
2008,14,4,1,17500,3,8,0,0,349900,109.0,0.0,1
2007,18,4,1,0,0,4,0,0,349500,80.0,1.0,3
1924,24,4,1,0,0,4,3000,2850,349500,81.0,0.0,3
1994,23,5,1,0,0,0,1000,19500,349500,47.0,0.0,1
2013,14,3,0,9100,0,0,0,0,2600000,83.0,0.0,3
0,11,4,0,8000,0,0,700,0,349027,82.0,1.0,1
2001,13,4,1,0,2,0,0,0,349000,82.0,0.0,1
2011,15,4,1,13300,2,4,0,220,349000,99.0,0.0,1
2003,17,4,1,26100,3,6,2520,400,349000,195.0,0.0,1
2006,18,4,1,26500,3,6,2000,880,349000,317.0,0.0,1
2002,15,4,1,0,0,5,2400,2100,349000,92.0,0.0,3
2019,7,2,0,1300,0,0,0,0,349000,248.0,1.0,3
2005,17,4,1,0,3,6,2157,1337,349000,148.0,0.0,1
1988,21,5,1,0,5,10,6250,966,349000,119.0,0.0,1
2013,14,3,0,0,2,4,1200,230,349000,38.0,0.0,1
2013,13,3,1,10000,2,2,0,0,349000,69.0,0.0,1
2007,18,4,1,0,0,0,0,0,349000,19.0,0.0,3
2005,15,4,0,28472,3,0,3250,1350,349000,26.0,0.0,1
2007,16,4,1,0,3,0,2700,2500,349000,59.0,0.0,1
2013,13,3,1,0,2,0,445,205,349000,65.0,0.0,1
2004,16,4,1,0,3,6,2300,1200,349000,54.0,0.0,1
2020,11,4,1,0,2,4,1135,5,349000,91.0,0.0,1
2006,16,4,1,24000,3,0,0,1800,349000,57.0,0.0,1
2019,10,3,0,3901,1,2,1762,0,349000,46.0,1.0,3
2008,16,4,1,28000,3,6,2540,850,349000,67.0,0.0,1
2014,12,3,0,4400,0,0,0,0,349000,86.0,0.0,3
2012,15,4,0,14990,2,8,1300,1000,349000,66.0,0.0,1
2017,12,3,0,0,2,6,0,75,349000,45.0,0.0,1
2017,12,3,0,0,2,6,0,75,349000,79.0,0.0,1
2007,16,4,1,26000,3,7,0,1700,349000,86.0,0.0,1
2010,14,4,0,12000,3,6,1300,0,340000,149.0,0.0,3
2010,16,4,0,0,3,6,2000,390,340000,54.0,0.0,1
2003,20,5,1,33400,3,6,3800,0,340000,59.0,0.0,1
2010,15,4,1,0,4,8,0,684,340000,65.0,0.0,1
2010,15,4,1,19450,3,6,2000,650,340000,54.0,0.0,1
2004,17,4,1,0,0,0,0,0,340000,46.0,0.0,1
2001,19,5,1,0,3,0,0,0,340000,47.0,0.0,1
2019,10,3,1,0,0,0,1500,0,340000,45.0,1.0,1
2007,17,4,1,31540,3,6,2800,0,340000,63.0,0.0,3
2005,18,4,1,25000,3,6,2500,1100,339990,92.0,0.0,1
2020,11,3,0,0,2,6,0,0,339960,79.0,1.0,1
2001,14,4,1,22000,3,0,3500,940,339900,62.0,0.0,1
2007,16,4,1,23000,3,6,2000,450,339900,64.0,0.0,1
2014,12,4,1,0,0,6,820,330,339500,111.0,0.0,3
2009,15,4,1,0,2,4,1100,800,339000,149.0,0.0,1
2012,15,4,1,18500,3,6,1600,580,339000,106.0,0.0,1
2014,13,4,1,90000,3,6,900,200,339000,111.0,0.0,1
2013,12,3,0,0,2,6,750,940,339000,168.0,0.0,1
2001,21,5,1,0,4,8,2300,1700,339000,612.0,0.0,1
2013,12,3,1,0,2,3,750,207,339000,36.0,0.0,1
2005,13,4,1,0,3,5,1500,2260,339000,65.0,0.0,1
2010,12,3,1,12600,2,4,1000,770,339000,81.0,0.0,1
2010,13,3,1,12600,2,4,1000,0,339000,1461.0,0.0,1
2014,13,4,0,0,3,2,0,0,339000,206.0,0.0,1
2015,11,4,0,11400,3,4,1200,194,339000,102.0,0.0,1
2005,15,4,1,16200,3,6,2500,700,339000,86.0,0.0,1
2007,14,4,1,20000,3,6,2100,500,339000,37.0,0.0,1
2019,13,3,1,0,2,4,950,0,338083,79.0,1.0,2
2008,14,4,1,19300,3,6,2000,750,338000,86.0,0.0,1
2014,13,4,1,0,2,6,1100,480,337900,159.0,0.0,1
1968,9,3,0,0,1,2,2,0,365000,187.0,0.0,2
0,12,3,0,7531,2,0,0,0,337246,39.0,1.0,1
1999,17,4,1,24000,6,6,2850,300,330000,94.0,0.0,2
1996,19,5,1,41000,3,6,4700,440,330000,68.0,0.0,3
2016,12,3,0,0,0,0,0,0,330000,90.0,0.0,1
2008,15,4,1,0,0,6,0,448,330000,26.0,0.0,3
2017,13,3,0,6300,2,2,1000,0,330000,74.0,0.0,1
2009,13,4,2,12600,2,2,1000,503,330000,53.0,0.0,1
2007,16,4,0,24000,3,6,2670,0,330000,67.0,0.0,1
2010,13,3,1,0,2,6,850,275,330000,109.0,0.0,1
2012,13,4,0,11950,3,6,1500,250,330000,62.0,0.0,1
2016,13,3,1,0,2,4,0,0,330000,41.0,0.0,3
2008,17,4,0,0,3,6,2600,380,330000,69.0,0.0,1
2015,13,4,1,0,2,2,1400,450,330000,79.0,0.0,1
2004,16,4,1,21100,3,4,2200,980,330000,43.0,0.0,1
2009,14,4,1,16400,2,2,1310,0,330000,68.0,0.0,1
2004,13,3,0,0,4,0,800,890,330000,,0.0,1
2019,11,3,1,0,0,6,0,60,329150,34.0,0.0,3
1998,15,4,1,0,2,4,6800,1700,329000,117.0,0.0,1
2006,14,4,1,0,0,6,2800,1600,329000,41.0,0.0,3
2011,13,4,1,18500,2,6,820,800,329000,398.0,0.0,1
2004,17,4,1,0,3,0,4600,700,329000,72.0,0.0,1
2007,15,4,1,0,3,6,1700,550,329000,127.0,0.0,1
2019,12,3,0,0,2,6,2,60,329000,47.0,0.0,1
2016,12,3,1,0,0,4,650,0,329000,67.0,0.0,3
2018,9,3,1,0,2,4,550,67,329000,77.0,0.0,1
2016,13,4,0,0,2,4,900,350,329000,228.0,0.0,1
2013,12,4,1,18,3,4,996,114,329000,110.0,0.0,1
2016,13,4,1,15800,3,6,1500,264,329000,172.0,0.0,1
2015,11,3,1,0,2,2,630,0,329000,,0.0,1
0,12,3,0,9640,0,0,950,0,327900,69.0,1.0,1
2012,14,4,1,0,2,6,2000,100,327000,57.0,0.0,1
2018,11,3,1,8252,2,6,800,120,3350000,150.0,0.0,1
2016,13,3,1,0,2,7,900,190,350000,1780.0,0.0,1
2013,11,3,0,0,0,2,0,650,325000,67.0,0.0,3
2003,17,4,1,0,3,6,2400,490,325000,111.0,0.0,1
2006,14,4,1,35000,2,0,2,1000,324500,113.0,0.0,1
2012,13,3,1,9100,2,2,700,0,295000,115.0,0.0,1
2017,13,4,0,0,2,4,0,0,323000,84.0,0.0,1
2020,11,3,0,7000,0,0,0,0,2399200,76.0,1.0,1
0,10,3,0,0,2,0,0,0,321520,118.0,1.0,3
2020,11,3,0,0,0,0,650,0,291813,23.0,1.0,1
1997,20,5,0,0,0,0,0,0,320000,60.0,0.0,1
2009,14,4,1,13900,2,5,1680,680,320000,70.0,0.0,1
2008,16,4,1,20000,3,6,1800,460,320000,87.0,0.0,3
2011,15,4,1,0,0,1,2000,470,320000,47.0,0.0,1
2018,12,3,2,0,0,4,700,750,320000,145.0,0.0,3
2003,16,4,0,0,0,6,0,1300,320000,67.0,0.0,3
1990,25,6,0,0,4,8,9000,900,320000,92.0,0.0,3
2014,14,4,1,0,1,2,1136,0,320000,97.0,0.0,1
2002,19,5,1,33400,4,8,3800,2100,320000,102.0,0.0,1
1994,15,4,1,18000,3,6,3000,700,320000,142.0,0.0,3
2009,14,4,1,16395,2,4,1310,538,320000,255.0,0.0,1
2008,14,4,1,0,2,4,1310,580,320000,108.0,0.0,1
2010,15,5,1,25000,3,6,6000,900,320000,137.0,0.0,1
2012,14,4,1,0,0,0,1600,0,319900,66.0,0.0,1
1965,5,2,0,0,0,0,0,0,319490,140.0,0.0,2
2008,10,3,0,0,1,1,600,150,345000,89.0,0.0,3
2020,10,3,0,4500,2,6,0,0,345000,571.0,1.0,1
2001,17,4,1,25,3,6,1260,1000,319000,106.0,0.0,1
1997,19,5,0,0,0,0,3500,1800,319000,389.0,0.0,1
2007,15,4,1,22400,2,4,1820,1100,319000,64.0,0.0,1
2005,15,4,1,20000,3,5,1820,325,319000,103.0,0.0,1
2019,11,3,1,9800,2,6,910,110,319000,142.0,1.0,1
2006,15,4,1,28,3,6,2800,1400,319000,69.0,0.0,1
2004,16,4,1,27000,2,4,2700,460,319000,48.0,0.0,1
2008,14,4,1,16350,3,6,1470,700,315000,94.0,0.0,1
2008,18,4,0,0,3,0,0,487,315000,105.0,0.0,1
2007,12,4,1,0,0,4,2400,2200,315000,51.0,0.0,3
2006,14,3,1,0,0,0,1385,0,315000,56.0,0.0,1
2017,11,3,0,0,2,4,900,200,315000,96.0,0.0,3
2003,16,4,1,24000,3,6,2400,1790,315000,45.0,0.0,1
2017,11,3,0,9000,2,4,800,585,315000,37.0,0.0,1
2012,13,4,1,0,0,4,900,1350,315000,149.0,0.0,3
2009,15,4,1,0,2,5,5000,4800,315000,105.0,0.0,3
2008,15,4,1,15000,3,7,0,636,315000,95.0,0.0,1
2005,16,4,1,0,3,6,2670,430,315000,50.0,0.0,1
2018,12,3,0,0,2,6,0,165,315000,,0.0,1
2019,10,3,0,8500,2,3,1,0,314820,138.0,1.0,1
2008,15,4,1,0,2,4,0,636,314000,103.0,0.0,1
2001,17,4,2,0,3,3,2500,0,285000,35.0,0.0,1
2021,10,3,0,6700,0,0,570,0,311302,220.0,1.0,1
2003,18,4,1,0,3,6,2591,755,310000,76.0,0.0,3
1999,14,4,1,17000,2,4,1852,0,310000,31.0,0.0,1
2008,13,4,0,0,2,4,1200,600,310000,201.0,0.0,1
2007,9,2,0,0,1,2,0,0,310000,107.0,0.0,3
2007,14,4,0,15500,3,6,2000,680,310000,25.0,0.0,1
2014,11,4,0,0,0,2,1400,288,310000,74.0,0.0,1
2007,17,4,1,0,3,6,2800,620,310000,101.0,0.0,1
2001,18,5,0,25000,3,6,3000,780,310000,51.0,0.0,1
2004,17,4,1,0,3,0,0,885,310000,168.0,0.0,1
1954,28,5,2,0,3,5,5000,0,310000,153.0,0.0,1
2017,11,3,0,8500,2,0,880,70,310000,59.0,0.0,1
2012,13,4,0,12000,3,6,1200,350,310000,66.0,0.0,1
2007,13,4,1,17000,3,7,1800,600,310000,52.0,0.0,3
2005,16,4,0,20000,0,0,2176,0,310000,108.0,0.0,3
2004,16,4,1,21120,3,6,2100,1080,310000,103.0,0.0,1
2008,16,4,1,0,3,0,2000,700,310000,272.0,0.0,1
2016,11,3,0,0,2,4,650,100,304000,59.0,0.0,1
2019,10,3,0,0,0,2,700,0,275000,109.0,0.0,2
2020,11,3,1,6830,2,6,650,0,301784,40.0,1.0,1
0,11,3,0,6832,3,0,0,0,301784,33.0,1.0,1
2019,11,3,1,0,0,4,0,0,301762,94.0,1.0,3
2014,14,3,0,6700,0,1,1100,0,275000,67.0,0.0,1
2017,11,3,0,0,2,4,700,59,325000,380.0,0.0,1
1994,21,5,1,0,4,10,7000,780,300000,61.0,0.0,1
2003,15,4,1,17000,3,0,1820,885,300000,45.0,0.0,1
2007,17,4,0,24500,3,6,2800,950,300000,45.0,0.0,3
2008,12,2,0,0,1,0,244,120,300000,172.0,0.0,2
2006,14,4,1,19100,2,4,2200,550,300000,55.0,0.0,1
2008,14,4,0,15500,3,4,2000,0,300000,75.0,0.0,3
2010,14,4,0,0,5,0,0,0,300000,76.0,0.0,1
2005,16,4,1,14600,3,6,1820,0,300000,123.0,0.0,1
2007,16,4,1,20000,3,6,2500,700,300000,,0.0,1
2009,14,4,0,15000,3,6,1100,440,300000,,0.0,3
2016,13,5,0,12000,0,4,60,0,299900,142.0,0.0,2
2020,15,5,0,0,0,8,0,0,299900,109.0,1.0,3
2019,11,3,1,6700,2,4,560,0,299900,62.0,1.0,1
2019,10,3,0,0,0,0,0,0,299900,92.0,1.0,2
2003,19,4,1,70000,4,0,3000,1200,299750,38.0,0.0,1
2007,15,4,0,19000,3,6,1600,510,299500,48.0,0.0,1
2014,12,4,1,0,2,4,890,350,299500,115.0,0.0,1
2006,16,4,1,20000,3,6,3000,650,299000,67.0,0.0,1
1993,18,5,1,30000,3,8,0,0,299000,140.0,,1
2006,15,5,1,26000,3,6,1900,530,299000,139.0,0.0,1
2002,16,4,1,21000,3,6,2400,890,299000,150.0,0.0,1
2002,16,4,1,0,0,4,3000,3000,299000,29.0,0.0,3
2017,11,3,0,8040,3,6,2,320,299000,123.0,0.0,1
1973,20,5,1,0,3,6,6000,30,299000,104.0,0.0,1
2001,13,4,1,0,0,4,1400,2100,299000,51.0,0.0,3
2008,14,4,0,16400,0,2,1310,0,299000,161.0,0.0,1
2005,13,4,1,0,3,6,0,0,299000,,0.0,1
2009,15,4,1,19360,3,6,1900,329,298000,108.0,0.0,1
2002,17,4,1,0,3,6,3800,1670,298000,66.0,0.0,1
2001,14,4,1,0,0,4,1500,0,298000,84.0,0.0,3
2017,11,3,1,0,0,2,0,0,298000,46.0,0.0,3
2017,11,3,0,0,2,6,0,500,298000,33.0,0.0,1
2006,14,4,1,0,0,4,1200,2650,298000,76.0,0.0,3
2020,10,3,1,0,1,2,950,4,298000,80.0,0.0,1
1959,38,5,1,0,0,12,3100,2000,298000,138.0,0.0,3
2004,14,4,0,0,0,4,1500,600,298000,75.0,0.0,3
2007,12,3,0,0,0,2,620,0,298000,82.0,1.0,1
2011,14,4,1,14600,0,0,1500,490,298000,110.0,0.0,3
2008,14,4,1,13000,2,4,1300,1300,297900,77.0,0.0,1
2020,12,4,0,8780,2,4,600,0,297357,94.0,1.0,1
2020,9,3,0,5300,2,5,480,0,297115,418.0,1.0,1
2006,14,4,1,18000,3,0,1750,0,270000,82.0,0.0,1
0,11,3,0,0,2,4,780,200,320000,150.0,1.0,1
1998,17,4,0,21772,3,0,2850,0,295250,72.0,0.0,1
0,9,3,1,5200,2,4,0,0,295241,134.0,1.0,1
2000,14,4,1,0,0,4,2300,2345,295000,210.0,0.0,1
1995,19,4,1,26000,3,7,3000,0,295000,76.0,0.0,3
2005,17,4,1,43,3,8,0,0,295000,110.0,0.0,1
2007,11,4,0,0,2,6,0,625,295000,43.0,0.0,3
2007,13,4,1,13650,2,5,2000,2100,295000,72.0,0.0,1
2004,17,4,0,20000,3,6,2500,420,295000,54.0,0.0,1
2011,12,4,1,0,2,6,0,0,295000,143.0,0.0,1
2003,16,4,1,0,2,4,2500,490,295000,57.0,0.0,1
2007,16,4,1,24000,4,8,2200,0,295000,65.0,0.0,1
2003,18,4,0,0,0,0,0,1100,295000,120.0,0.0,1
2001,17,4,1,30844,3,0,2500,600,295000,80.0,0.0,1
2007,14,4,0,0,3,0,1600,645,295000,41.0,0.0,1
2018,11,4,0,0,2,4,700,385,295000,206.0,0.0,1
1999,18,5,1,26,3,4,3000,2200,295000,314.0,0.0,1
2008,17,4,0,0,3,6,2,0,295000,121.0,0.0,3
2008,14,4,1,16,2,4,2,480,295000,160.0,0.0,3
1999,17,4,0,32000,4,7,3800,2200,295000,,0.0,1
2009,14,4,1,16500,2,4,1310,330,294900,130.0,0.0,1
2009,11,3,0,0,2,0,0,0,294800,107.0,0.0,3
2007,15,4,0,0,3,0,0,0,294000,113.0,0.0,3
2018,11,3,1,0,2,6,1,40,294000,75.0,0.0,1
2012,12,4,1,0,2,5,0,530,292000,31.0,0.0,1
2002,15,4,0,13000,2,5,1500,610,292000,109.0,0.0,1
2002,15,4,0,0,3,5,1500,610,292000,162.0,0.0,1
2020,10,3,1,7100,2,4,570,0,291500,128.0,1.0,1
2020,11,3,1,8500,2,6,800,0,291500,95.0,1.0,1
2017,10,3,0,0,1,1,650,190,315000,508.0,0.0,2
2020,10,3,0,5892,2,4,630,0,291150,248.0,1.0,2
2009,14,3,1,0,2,8,0,0,264950,103.0,0.0,1
2009,14,3,1,0,0,0,0,0,264950,67.0,0.0,1
2001,11,3,0,0,2,4,1000,1500,2990000,1086.0,0.0,1
2020,9,3,0,0,1,4,440,0,313900,230.0,1.0,1
2003,15,5,1,32100,3,6,2000,1000,290000,63.0,0.0,3
2004,16,4,1,16300,3,6,2600,0,290000,39.0,0.0,3
2014,15,4,1,12500,4,8,1400,110,290000,42.0,0.0,1
2012,14,4,0,0,0,0,1800,300,290000,287.0,0.0,1
2006,15,5,1,0,3,6,1750,0,290000,34.0,0.0,1
2012,13,7,1,0,6,10,999,0,290000,89.0,0.0,1
2017,11,5,0,0,4,8,1200,210,290000,113.0,0.0,1
2007,17,4,0,0,3,7,2200,600,290000,90.0,0.0,1
2009,14,4,0,16400,2,2,1310,251,290000,116.0,0.0,1
2008,14,4,1,15000,3,6,1750,650,290000,83.0,0.0,1
1996,21,5,1,0,0,0,4700,0,290000,45.0,0.0,3
2002,15,4,1,0,0,0,0,0,290000,50.0,0.0,1
2007,12,4,1,16500,2,4,1400,100,290000,,0.0,3
2002,15,4,1,15800,3,6,1650,595,289999,74.0,0.0,1
0,12,3,1,7935,2,4,650,200,289500,66.0,0.0,1
2013,13,4,1,0,2,0,0,0,289500,132.0,0.0,3
2020,13,3,1,9000,0,0,0,0,2152900,203.0,1.0,3
2020,10,3,0,5500,2,4,525,1,312538,249.0,1.0,1
2007,15,4,1,17500,3,6,2044,1015,289000,237.0,0.0,1
2007,17,4,1,23000,3,6,1800,980,289000,113.0,0.0,1
2007,13,4,1,14000,2,6,1200,700,289000,95.0,0.0,1
2009,14,4,1,0,0,6,820,980,289000,76.0,0.0,3
2005,14,4,1,0,1,2,1000,1557,289000,94.0,0.0,1
0,12,3,1,7935,2,4,650,200,289000,81.0,0.0,1
2019,12,3,0,7935,2,0,650,0,289000,73.0,0.0,1
2012,13,4,1,0,2,6,1400,769,289000,33.0,0.0,1
2005,16,4,1,0,3,6,2200,900,289000,66.0,0.0,1
2019,9,2,1,3500,0,0,0,0,289000,111.0,1.0,3
2004,16,4,1,0,3,2,2699,800,289000,29.0,0.0,1
2004,16,4,1,0,4,3,2700,800,289000,193.0,0.0,1
1999,13,0,0,0,2,4,0,0,289000,,0.0,1
2020,10,3,0,5442,2,4,520,0,288500,53.0,1.0,1
2010,13,4,1,10000,0,0,0,0,2145000,195.0,0.0,3
2000,18,4,1,0,3,6,0,900,288000,106.0,0.0,1
2005,15,4,1,16800,2,4,2200,320,288000,122.0,0.0,1
2020,7,2,0,0,0,0,0,0,286800,145.0,1.0,2
2014,13,4,0,11000,0,0,0,0,2130000,45.0,1.0,1
2020,10,3,0,4500,2,4,550,0,285450,370.0,1.0,1
2011,13,4,1,18000,2,3,1200,0,260000,96.0,0.0,1
1922,27,4,1,0,0,4,800,0,285000,85.0,0.0,1
1994,18,5,1,27000,2,6,0,0,285000,45.0,,1
2006,14,1,0,0,0,0,0,0,285000,71.0,0.0,3
2008,13,4,1,16000,2,4,1100,800,285000,77.0,0.0,1
2013,13,4,0,9350,2,0,920,350,285000,144.0,0.0,1
2018,11,3,0,0,2,6,0,254,284000,46.0,0.0,1
0,11,3,0,0,1,2,0,0,282708,125.0,1.0,3
2006,14,4,1,14000,0,0,0,0,2100000,62.0,1.0,1
2001,14,4,1,0,2,4,2270,700,282000,96.0,0.0,1
2011,13,4,1,0,2,6,700,0,256950,47.0,0.0,1
2018,9,3,0,0,0,0,0,20,331004,64.0,0.0,2
0,9,3,1,4500,2,4,0,0,281465,347.0,1.0,1
2004,16,4,0,0,3,6,1840,670,280000,53.0,0.0,1
2009,13,4,1,0,2,4,1136,1000,280000,57.0,0.0,1
2016,10,3,1,0,3,4,350,0,280000,236.0,1.0,1
1989,20,5,1,0,5,0,0,1220,280000,73.0,0.0,1
2005,15,4,1,0,3,6,2044,726,280000,66.0,0.0,1
2013,11,4,0,0,3,6,1100,300,280000,161.0,0.0,1
2006,17,4,1,19300,3,6,2000,0,280000,231.0,0.0,3
2003,14,4,1,16750,3,4,2000,500,280000,53.0,0.0,3
2016,11,3,0,0,2,4,325,200,280000,46.0,0.0,1
2003,16,4,1,0,3,6,0,0,280000,23.0,0.0,1
2008,13,4,1,15500,0,0,1100,0,280000,95.0,0.0,1
1996,25,6,1,62000,0,0,7000,3843,280000,104.0,0.0,1
2008,14,4,1,11980,2,4,1380,480,280000,126.0,0.0,1
2013,13,4,1,12800,2,4,900,460,280000,75.0,0.0,1
2010,14,4,0,11600,3,4,1300,0,280000,79.0,0.0,1
2010,14,4,0,0,3,0,1298,0,280000,102.0,0.0,1
2006,15,4,0,22300,2,4,2550,850,280000,83.0,0.0,3
1996,14,4,1,0,3,6,3500,1050,280000,184.0,0.0,1
1998,14,4,1,35,2,5,2400,4000,280000,312.0,0.0,1
2001,13,2,1,0,1,2,1100,320,280000,241.0,0.0,2
1989,22,5,1,48000,0,0,5000,0,280000,120.0,0.0,1
2014,13,4,0,0,2,0,1136,220,280000,359.0,0.0,1
2007,14,4,1,14410,2,4,1402,0,280000,,0.0,1
2008,14,4,1,0,2,4,1200,0,280000,,0.0,1
2020,10,3,0,0,0,0,517,0,279900,106.0,1.0,1
2019,11,4,1,0,2,6,800,30,279000,55.0,0.0,1
2007,14,3,1,11980,0,0,1402,800,279000,169.0,0.0,1
2011,13,4,1,0,0,0,0,0,279000,44.0,0.0,1
2020,10,3,0,0,2,4,520,0,279000,31.0,1.0,1
2006,13,4,1,0,2,4,1600,1050,279000,67.0,0.0,1
2009,15,4,1,0,3,0,1900,300,279000,58.0,0.0,1
2016,13,3,1,8600,2,4,750,340,279000,128.0,0.0,1
2004,16,4,1,19277,3,6,19277,650,279000,118.0,0.0,1
2020,9,3,0,5500,3,4,650,0,278789,309.0,1.0,2
2020,9,3,1,5377,2,0,800,0,278166,97.0,1.0,2
2020,10,3,0,0,1,4,650,0,278000,227.0,1.0,1
2009,15,4,0,18000,3,6,1900,350,278000,74.0,0.0,1
2018,11,3,1,0,0,0,0,0,278000,71.0,0.0,3
2002,15,4,1,0,2,4,2360,900,300000,525.0,0.0,1
2017,10,3,0,0,1,0,0,0,299900,75.0,1.0,2
2018,11,4,1,0,2,6,800,380,277000,51.0,0.0,1
2008,14,4,1,16400,2,4,1320,720,277000,67.0,0.0,1
2019,10,3,1,7531,2,4,724,0,276600,32.0,1.0,3
2020,10,3,0,4800,0,6,490,0,276200,132.0,1.0,1
2020,9,3,1,4800,1,4,420,2,298000,250.0,1.0,1
2020,9,3,0,0,0,0,0,0,275445,252.0,1.0,1
2003,12,4,0,16400,2,4,1400,403,275000,44.0,0.0,1
2008,13,4,1,11000,2,4,1000,325,275000,153.0,0.0,1
2010,14,4,1,11429,2,4,1500,0,275000,105.0,0.0,1
2000,18,4,1,21772,2,3,2850,755,275000,77.0,0.0,1
1995,19,4,1,0,0,6,0,1430,275000,73.0,0.0,3
2019,11,3,0,0,2,6,1,20,275000,44.0,1.0,1
2005,16,1,0,0,3,0,0,1000,275000,62.0,0.0,1
2011,13,4,1,0,2,6,1400,630,275000,81.0,0.0,1
1981,18,4,1,0,0,4,0,1430,275000,149.0,0.0,3
2012,11,3,1,0,2,4,960,630,275000,49.0,0.0,1
2005,14,4,1,0,0,6,1000,2050,275000,53.0,0.0,3
2019,11,3,0,8000,3,6,600,20,274999,159.0,1.0,1
2011,14,4,0,0,2,2,1500,190,274900,74.0,0.0,1
2011,14,4,0,0,2,0,0,0,274900,25.0,0.0,3
2019,10,3,0,5366,0,0,520,0,274900,132.0,1.0,1
2019,10,3,1,0,2,6,490,120,2825000,,0.0,1
2007,14,4,0,16400,2,2,1310,1100,249950,119.0,0.0,1
1995,18,5,1,0,0,5,3500,0,249995,70.0,0.0,1
2019,10,3,0,0,2,4,520,0,249950,78.0,0.0,1
2020,11,3,0,6900,3,6,740,0,274000,178.0,1.0,2
1910,13,3,0,0,2,0,150,0,295000,245.0,0.0,1
2003,13,4,1,0,3,0,1500,720,295000,408.0,0.0,1
2006,15,4,1,0,3,6,1980,340,295000,1107.0,0.0,1
